Instancia,Ficheiro,Config,Algoritmo,Viz,Iter_HC,Tmax,Tmin,Alpha,Pop,Geracoes,Prob_Cross,Prob_Mut,Selecao,Crossover,Run,Fitness
tourism_50,tourism_50.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,1,499.54
tourism_50,tourism_50.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,2,499.54
tourism_50,tourism_50.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,3,499.54
tourism_50,tourism_50.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,4,499.54
tourism_50,tourism_50.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,5,499.54
tourism_50,tourism_50.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,6,499.54
tourism_50,tourism_50.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,7,499.54
tourism_50,tourism_50.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,8,499.54
tourism_50,tourism_50.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,9,499.54
tourism_50,tourism_50.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,10,499.54
tourism_50,tourism_50.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,1,497.09
tourism_50,tourism_50.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,2,499.54
tourism_50,tourism_50.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,3,496.93
tourism_50,tourism_50.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,4,498.38
tourism_50,tourism_50.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,5,497.43
tourism_50,tourism_50.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,6,496.80
tourism_50,tourism_50.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,7,496.11
tourism_50,tourism_50.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,8,498.38
tourism_50,tourism_50.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,9,497.30
tourism_50,tourism_50.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,10,498.71
tourism_50,tourism_50.txt,GA-1,Evolutivo,,,,,,50,1000,0.7,0.1,1,1,1,499.54
tourism_50,tourism_50.txt,GA-1,Evolutivo,,,,,,50,1000,0.7,0.1,1,1,2,499.54
tourism_50,tourism_50.txt,GA-1,Evolutivo,,,,,,50,1000,0.7,0.1,1,1,3,499.54
tourism_50,tourism_50.txt,GA-1,Evolutivo,,,,,,50,1000,0.7,0.1,1,1,4,499.54
tourism_50,tourism_50.txt,GA-1,Evolutivo,,,,,,50,1000,0.7,0.1,1,1,5,499.54
tourism_50,tourism_50.txt,GA-1,Evolutivo,,,,,,50,1000,0.7,0.1,1,1,6,499.54
tourism_50,tourism_50.txt,GA-1,Evolutivo,,,,,,50,1000,0.7,0.1,1,1,7,499.54
tourism_50,tourism_50.txt,GA-1,Evolutivo,,,,,,50,1000,0.7,0.1,1,1,8,499.54
tourism_50,tourism_50.txt,GA-1,Evolutivo,,,,,,50,1000,0.7,0.1,1,1,9,499.54
tourism_50,tourism_50.txt,GA-1,Evolutivo,,,,,,50,1000,0.7,0.1,1,1,10,499.54
tourism_50,tourism_50.txt,GA-2,Evolutivo,,,,,,50,1000,0.7,0.1,2,3,1,498.13
tourism_50,tourism_50.txt,GA-2,Evolutivo,,,,,,50,1000,0.7,0.1,2,3,2,496.77
tourism_50,tourism_50.txt,GA-2,Evolutivo,,,,,,50,1000,0.7,0.1,2,3,3,499.54
tourism_50,tourism_50.txt,GA-2,Evolutivo,,,,,,50,1000,0.7,0.1,2,3,4,497.65
tourism_50,tourism_50.txt,GA-2,Evolutivo,,,,,,50,1000,0.7,0.1,2,3,5,497.88
tourism_50,tourism_50.txt,GA-2,Evolutivo,,,,,,50,1000,0.7,0.1,2,3,6,497.44
tourism_50,tourism_50.txt,GA-2,Evolutivo,,,,,,50,1000,0.7,0.1,2,3,7,499.54
tourism_50,tourism_50.txt,GA-2,Evolutivo,,,,,,50,1000,0.7,0.1,2,3,8,496.26
tourism_50,tourism_50.txt,GA-2,Evolutivo,,,,,,50,1000,0.7,0.1,2,3,9,499.54
tourism_50,tourism_50.txt,GA-2,Evolutivo,,,,,,50,1000,0.7,0.1,2,3,10,498.33
tourism_50,tourism_50.txt,H1-1,Hibrido1_GA_SA,1,,100.0,0.001,0.99,50,1000,0.7,0.1,1,1,1,499.54
tourism_50,tourism_50.txt,H1-1,Hibrido1_GA_SA,1,,100.0,0.001,0.99,50,1000,0.7,0.1,1,1,2,499.54
tourism_50,tourism_50.txt,H1-1,Hibrido1_GA_SA,1,,100.0,0.001,0.99,50,1000,0.7,0.1,1,1,3,499.54
tourism_50,tourism_50.txt,H1-1,Hibrido1_GA_SA,1,,100.0,0.001,0.99,50,1000,0.7,0.1,1,1,4,499.54
tourism_50,tourism_50.txt,H1-1,Hibrido1_GA_SA,1,,100.0,0.001,0.99,50,1000,0.7,0.1,1,1,5,499.54
tourism_50,tourism_50.txt,H1-1,Hibrido1_GA_SA,1,,100.0,0.001,0.99,50,1000,0.7,0.1,1,1,6,499.54
tourism_50,tourism_50.txt,H1-1,Hibrido1_GA_SA,1,,100.0,0.001,0.99,50,1000,0.7,0.1,1,1,7,499.54
tourism_50,tourism_50.txt,H1-1,Hibrido1_GA_SA,1,,100.0,0.001,0.99,50,1000,0.7,0.1,1,1,8,499.54
tourism_50,tourism_50.txt,H1-1,Hibrido1_GA_SA,1,,100.0,0.001,0.99,50,1000,0.7,0.1,1,1,9,499.54
tourism_50,tourism_50.txt,H1-1,Hibrido1_GA_SA,1,,100.0,0.001,0.99,50,1000,0.7,0.1,1,1,10,499.54
tourism_50,tourism_50.txt,H1-2,Hibrido1_GA_SA,2,,100.0,0.001,0.95,50,1000,0.7,0.1,2,3,1,499.54
tourism_50,tourism_50.txt,H1-2,Hibrido1_GA_SA,2,,100.0,0.001,0.95,50,1000,0.7,0.1,2,3,2,499.54
tourism_50,tourism_50.txt,H1-2,Hibrido1_GA_SA,2,,100.0,0.001,0.95,50,1000,0.7,0.1,2,3,3,499.54
tourism_50,tourism_50.txt,H1-2,Hibrido1_GA_SA,2,,100.0,0.001,0.95,50,1000,0.7,0.1,2,3,4,498.38
tourism_50,tourism_50.txt,H1-2,Hibrido1_GA_SA,2,,100.0,0.001,0.95,50,1000,0.7,0.1,2,3,5,499.54
tourism_50,tourism_50.txt,H1-2,Hibrido1_GA_SA,2,,100.0,0.001,0.95,50,1000,0.7,0.1,2,3,6,499.30
tourism_50,tourism_50.txt,H1-2,Hibrido1_GA_SA,2,,100.0,0.001,0.95,50,1000,0.7,0.1,2,3,7,499.30
tourism_50,tourism_50.txt,H1-2,Hibrido1_GA_SA,2,,100.0,0.001,0.95,50,1000,0.7,0.1,2,3,8,499.54
tourism_50,tourism_50.txt,H1-2,Hibrido1_GA_SA,2,,100.0,0.001,0.95,50,1000,0.7,0.1,2,3,9,499.54
tourism_50,tourism_50.txt,H1-2,Hibrido1_GA_SA,2,,100.0,0.001,0.95,50,1000,0.7,0.1,2,3,10,499.54
tourism_50,tourism_50.txt,H2-1,Hibrido2_GA_HC,1,1000,,,,50,1000,0.7,0.1,1,1,1,499.54
tourism_50,tourism_50.txt,H2-1,Hibrido2_GA_HC,1,1000,,,,50,1000,0.7,0.1,1,1,2,499.54
tourism_50,tourism_50.txt,H2-1,Hibrido2_GA_HC,1,1000,,,,50,1000,0.7,0.1,1,1,3,499.54
tourism_50,tourism_50.txt,H2-1,Hibrido2_GA_HC,1,1000,,,,50,1000,0.7,0.1,1,1,4,499.54
tourism_50,tourism_50.txt,H2-1,Hibrido2_GA_HC,1,1000,,,,50,1000,0.7,0.1,1,1,5,499.54
tourism_50,tourism_50.txt,H2-1,Hibrido2_GA_HC,1,1000,,,,50,1000,0.7,0.1,1,1,6,499.54
tourism_50,tourism_50.txt,H2-1,Hibrido2_GA_HC,1,1000,,,,50,1000,0.7,0.1,1,1,7,499.54
tourism_50,tourism_50.txt,H2-1,Hibrido2_GA_HC,1,1000,,,,50,1000,0.7,0.1,1,1,8,499.54
tourism_50,tourism_50.txt,H2-1,Hibrido2_GA_HC,1,1000,,,,50,1000,0.7,0.1,1,1,9,499.54
tourism_50,tourism_50.txt,H2-1,Hibrido2_GA_HC,1,1000,,,,50,1000,0.7,0.1,1,1,10,499.54
tourism_50,tourism_50.txt,H2-2,Hibrido2_GA_HC,2,1000,,,,50,1000,0.7,0.1,2,3,1,499.54
tourism_50,tourism_50.txt,H2-2,Hibrido2_GA_HC,2,1000,,,,50,1000,0.7,0.1,2,3,2,498.38
tourism_50,tourism_50.txt,H2-2,Hibrido2_GA_HC,2,1000,,,,50,1000,0.7,0.1,2,3,3,499.54
tourism_50,tourism_50.txt,H2-2,Hibrido2_GA_HC,2,1000,,,,50,1000,0.7,0.1,2,3,4,498.13
tourism_50,tourism_50.txt,H2-2,Hibrido2_GA_HC,2,1000,,,,50,1000,0.7,0.1,2,3,5,499.54
tourism_50,tourism_50.txt,H2-2,Hibrido2_GA_HC,2,1000,,,,50,1000,0.7,0.1,2,3,6,499.54
tourism_50,tourism_50.txt,H2-2,Hibrido2_GA_HC,2,1000,,,,50,1000,0.7,0.1,2,3,7,499.54
tourism_50,tourism_50.txt,H2-2,Hibrido2_GA_HC,2,1000,,,,50,1000,0.7,0.1,2,3,8,498.13
tourism_50,tourism_50.txt,H2-2,Hibrido2_GA_HC,2,1000,,,,50,1000,0.7,0.1,2,3,9,499.54
tourism_50,tourism_50.txt,H2-2,Hibrido2_GA_HC,2,1000,,,,50,1000,0.7,0.1,2,3,10,498.13
tourism_100,tourism_100.txt,HC-1,Trepa-Colinas,1,1000,,,,50,1000,0.7,0.1,,,1,687.85
tourism_100,tourism_100.txt,HC-1,Trepa-Colinas,1,1000,,,,50,1000,0.7,0.1,,,2,691.19
tourism_100,tourism_100.txt,HC-1,Trepa-Colinas,1,1000,,,,50,1000,0.7,0.1,,,3,690.68
tourism_100,tourism_100.txt,HC-1,Trepa-Colinas,1,1000,,,,50,1000,0.7,0.1,,,4,689.98
tourism_100,tourism_100.txt,HC-1,Trepa-Colinas,1,1000,,,,50,1000,0.7,0.1,,,5,686.60
tourism_100,tourism_100.txt,HC-1,Trepa-Colinas,1,1000,,,,50,1000,0.7,0.1,,,6,689.45
tourism_100,tourism_100.txt,HC-1,Trepa-Colinas,1,1000,,,,50,1000,0.7,0.1,,,7,688.49
tourism_100,tourism_100.txt,HC-1,Trepa-Colinas,1,1000,,,,50,1000,0.7,0.1,,,8,688.42
tourism_100,tourism_100.txt,HC-1,Trepa-Colinas,1,1000,,,,50,1000,0.7,0.1,,,9,688.35
tourism_100,tourism_100.txt,HC-1,Trepa-Colinas,1,1000,,,,50,1000,0.7,0.1,,,10,689.70
tourism_100,tourism_100.txt,HC-2,Trepa-Colinas,2,1000,,,,50,1000,0.7,0.1,,,1,684.61
tourism_100,tourism_100.txt,HC-2,Trepa-Colinas,2,1000,,,,50,1000,0.7,0.1,,,2,679.36
tourism_100,tourism_100.txt,HC-2,Trepa-Colinas,2,1000,,,,50,1000,0.7,0.1,,,3,671.49
tourism_100,tourism_100.txt,HC-2,Trepa-Colinas,2,1000,,,,50,1000,0.7,0.1,,,4,684.11
tourism_100,tourism_100.txt,HC-2,Trepa-Colinas,2,1000,,,,50,1000,0.7,0.1,,,5,674.55
tourism_100,tourism_100.txt,HC-2,Trepa-Colinas,2,1000,,,,50,1000,0.7,0.1,,,6,679.08
tourism_100,tourism_100.txt,HC-2,Trepa-Colinas,2,1000,,,,50,1000,0.7,0.1,,,7,679.04
tourism_100,tourism_100.txt,HC-2,Trepa-Colinas,2,1000,,,,50,1000,0.7,0.1,,,8,679.45
tourism_100,tourism_100.txt,HC-2,Trepa-Colinas,2,1000,,,,50,1000,0.7,0.1,,,9,682.94
tourism_100,tourism_100.txt,HC-2,Trepa-Colinas,2,1000,,,,50,1000,0.7,0.1,,,10,680.08
tourism_100,tourism_100.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,1,692.01
tourism_100,tourism_100.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,2,692.01
tourism_100,tourism_100.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,3,692.01
tourism_100,tourism_100.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,4,692.01
tourism_100,tourism_100.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,5,692.01
tourism_100,tourism_100.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,6,692.01
tourism_100,tourism_100.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,7,692.01
tourism_100,tourism_100.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,8,692.01
tourism_100,tourism_100.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,9,692.01
tourism_100,tourism_100.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,10,692.01
tourism_100,tourism_100.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,1,688.39
tourism_100,tourism_100.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,2,686.61
tourism_100,tourism_100.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,3,686.64
tourism_100,tourism_100.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,4,688.43
tourism_100,tourism_100.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,5,687.16
tourism_100,tourism_100.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,6,690.10
tourism_100,tourism_100.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,7,688.99
tourism_100,tourism_100.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,8,689.06
tourism_100,tourism_100.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,9,688.18
tourism_100,tourism_100.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,10,689.21
tourism_100,tourism_100.txt,GA-1,Evolutivo,,,,,,50,1000,0.7,0.1,1,1,1,692.01
tourism_100,tourism_100.txt,GA-1,Evolutivo,,,,,,50,1000,0.7,0.1,1,1,2,692.01
tourism_100,tourism_100.txt,GA-1,Evolutivo,,,,,,50,1000,0.7,0.1,1,1,3,691.93
tourism_100,tourism_100.txt,GA-1,Evolutivo,,,,,,50,1000,0.7,0.1,1,1,4,692.01
tourism_100,tourism_100.txt,GA-1,Evolutivo,,,,,,50,1000,0.7,0.1,1,1,5,692.01
tourism_100,tourism_100.txt,GA-1,Evolutivo,,,,,,50,1000,0.7,0.1,1,1,6,690.86
tourism_100,tourism_100.txt,GA-1,Evolutivo,,,,,,50,1000,0.7,0.1,1,1,7,691.73
tourism_100,tourism_100.txt,GA-1,Evolutivo,,,,,,50,1000,0.7,0.1,1,1,8,692.01
tourism_100,tourism_100.txt,GA-1,Evolutivo,,,,,,50,1000,0.7,0.1,1,1,9,692.01
tourism_100,tourism_100.txt,GA-1,Evolutivo,,,,,,50,1000,0.7,0.1,1,1,10,692.01
tourism_100,tourism_100.txt,GA-2,Evolutivo,,,,,,50,1000,0.7,0.1,2,3,1,690.86
tourism_100,tourism_100.txt,GA-2,Evolutivo,,,,,,50,1000,0.7,0.1,2,3,2,687.67
tourism_100,tourism_100.txt,GA-2,Evolutivo,,,,,,50,1000,0.7,0.1,2,3,3,688.39
tourism_100,tourism_100.txt,GA-2,Evolutivo,,,,,,50,1000,0.7,0.1,2,3,4,687.85
tourism_100,tourism_100.txt,GA-2,Evolutivo,,,,,,50,1000,0.7,0.1,2,3,5,688.24
tourism_100,tourism_100.txt,GA-2,Evolutivo,,,,,,50,1000,0.7,0.1,2,3,6,689.66
tourism_100,tourism_100.txt,GA-2,Evolutivo,,,,,,50,1000,0.7,0.1,2,3,7,685.47
tourism_100,tourism_100.txt,GA-2,Evolutivo,,,,,,50,1000,0.7,0.1,2,3,8,687.75
tourism_100,tourism_100.txt,GA-2,Evolutivo,,,,,,50,1000,0.7,0.1,2,3,9,689.04
tourism_100,tourism_100.txt,GA-2,Evolutivo,,,,,,50,1000,0.7,0.1,2,3,10,689.94
tourism_100,tourism_100.txt,H1-1,Hibrido1_GA_SA,1,,100.0,0.001,0.99,50,1000,0.7,0.1,1,1,1,692.01
tourism_100,tourism_100.txt,H1-1,Hibrido1_GA_SA,1,,100.0,0.001,0.99,50,1000,0.7,0.1,1,1,2,692.01
tourism_100,tourism_100.txt,H1-1,Hibrido1_GA_SA,1,,100.0,0.001,0.99,50,1000,0.7,0.1,1,1,3,692.01
tourism_100,tourism_100.txt,H1-1,Hibrido1_GA_SA,1,,100.0,0.001,0.99,50,1000,0.7,0.1,1,1,4,692.01
tourism_100,tourism_100.txt,H1-1,Hibrido1_GA_SA,1,,100.0,0.001,0.99,50,1000,0.7,0.1,1,1,5,692.01
tourism_100,tourism_100.txt,H1-1,Hibrido1_GA_SA,1,,100.0,0.001,0.99,50,1000,0.7,0.1,1,1,6,692.01
tourism_100,tourism_100.txt,H1-1,Hibrido1_GA_SA,1,,100.0,0.001,0.99,50,1000,0.7,0.1,1,1,7,692.01
tourism_100,tourism_100.txt,H1-1,Hibrido1_GA_SA,1,,100.0,0.001,0.99,50,1000,0.7,0.1,1,1,8,692.01
tourism_100,tourism_100.txt,H1-1,Hibrido1_GA_SA,1,,100.0,0.001,0.99,50,1000,0.7,0.1,1,1,9,692.01
tourism_100,tourism_100.txt,H1-1,Hibrido1_GA_SA,1,,100.0,0.001,0.99,50,1000,0.7,0.1,1,1,10,692.01
tourism_100,tourism_100.txt,H1-2,Hibrido1_GA_SA,2,,100.0,0.001,0.95,50,1000,0.7,0.1,2,3,1,690.55
tourism_100,tourism_100.txt,H1-2,Hibrido1_GA_SA,2,,100.0,0.001,0.95,50,1000,0.7,0.1,2,3,2,690.15
tourism_100,tourism_100.txt,H1-2,Hibrido1_GA_SA,2,,100.0,0.001,0.95,50,1000,0.7,0.1,2,3,3,690.61
tourism_100,tourism_100.txt,H1-2,Hibrido1_GA_SA,2,,100.0,0.001,0.95,50,1000,0.7,0.1,2,3,4,691.27
tourism_100,tourism_100.txt,H1-2,Hibrido1_GA_SA,2,,100.0,0.001,0.95,50,1000,0.7,0.1,2,3,5,689.83
tourism_100,tourism_100.txt,H1-2,Hibrido1_GA_SA,2,,100.0,0.001,0.95,50,1000,0.7,0.1,2,3,6,689.52
tourism_100,tourism_100.txt,H1-2,Hibrido1_GA_SA,2,,100.0,0.001,0.95,50,1000,0.7,0.1,2,3,7,691.73
tourism_100,tourism_100.txt,H1-2,Hibrido1_GA_SA,2,,100.0,0.001,0.95,50,1000,0.7,0.1,2,3,8,690.19
tourism_100,tourism_100.txt,H1-2,Hibrido1_GA_SA,2,,100.0,0.001,0.95,50,1000,0.7,0.1,2,3,9,690.62
tourism_100,tourism_100.txt,H1-2,Hibrido1_GA_SA,2,,100.0,0.001,0.95,50,1000,0.7,0.1,2,3,10,691.73
tourism_100,tourism_100.txt,H2-1,Hibrido2_GA_HC,1,1000,,,,50,1000,0.7,0.1,1,1,1,691.93
tourism_100,tourism_100.txt,H2-1,Hibrido2_GA_HC,1,1000,,,,50,1000,0.7,0.1,1,1,2,692.01
tourism_100,tourism_100.txt,H2-1,Hibrido2_GA_HC,1,1000,,,,50,1000,0.7,0.1,1,1,3,691.93
tourism_100,tourism_100.txt,H2-1,Hibrido2_GA_HC,1,1000,,,,50,1000,0.7,0.1,1,1,4,692.01
tourism_100,tourism_100.txt,H2-1,Hibrido2_GA_HC,1,1000,,,,50,1000,0.7,0.1,1,1,5,692.01
tourism_100,tourism_100.txt,H2-1,Hibrido2_GA_HC,1,1000,,,,50,1000,0.7,0.1,1,1,6,691.71
tourism_100,tourism_100.txt,H2-1,Hibrido2_GA_HC,1,1000,,,,50,1000,0.7,0.1,1,1,7,692.01
tourism_100,tourism_100.txt,H2-1,Hibrido2_GA_HC,1,1000,,,,50,1000,0.7,0.1,1,1,8,692.01
tourism_100,tourism_100.txt,H2-1,Hibrido2_GA_HC,1,1000,,,,50,1000,0.7,0.1,1,1,9,691.93
tourism_100,tourism_100.txt,H2-1,Hibrido2_GA_HC,1,1000,,,,50,1000,0.7,0.1,1,1,10,692.01
tourism_100,tourism_100.txt,H2-2,Hibrido2_GA_HC,2,1000,,,,50,1000,0.7,0.1,2,3,1,685.87
tourism_100,tourism_100.txt,H2-2,Hibrido2_GA_HC,2,1000,,,,50,1000,0.7,0.1,2,3,2,685.15
tourism_100,tourism_100.txt,H2-2,Hibrido2_GA_HC,2,1000,,,,50,1000,0.7,0.1,2,3,3,685.83
tourism_100,tourism_100.txt,H2-2,Hibrido2_GA_HC,2,1000,,,,50,1000,0.7,0.1,2,3,4,685.10
tourism_100,tourism_100.txt,H2-2,Hibrido2_GA_HC,2,1000,,,,50,1000,0.7,0.1,2,3,5,686.18
tourism_100,tourism_100.txt,H2-2,Hibrido2_GA_HC,2,1000,,,,50,1000,0.7,0.1,2,3,6,683.70
tourism_100,tourism_100.txt,H2-2,Hibrido2_GA_HC,2,1000,,,,50,1000,0.7,0.1,2,3,7,687.69
tourism_100,tourism_100.txt,H2-2,Hibrido2_GA_HC,2,1000,,,,50,1000,0.7,0.1,2,3,8,687.70
tourism_100,tourism_100.txt,H2-2,Hibrido2_GA_HC,2,1000,,,,50,1000,0.7,0.1,2,3,9,688.87
tourism_100,tourism_100.txt,H2-2,Hibrido2_GA_HC,2,1000,,,,50,1000,0.7,0.1,2,3,10,687.11
tourism_250,tourism_250.txt,HC-1,Trepa-Colinas,1,1000,,,,50,1000,0.7,0.1,,,1,1795.98
tourism_250,tourism_250.txt,HC-1,Trepa-Colinas,1,1000,,,,50,1000,0.7,0.1,,,2,1779.42
tourism_250,tourism_250.txt,HC-1,Trepa-Colinas,1,1000,,,,50,1000,0.7,0.1,,,3,1790.81
tourism_250,tourism_250.txt,HC-1,Trepa-Colinas,1,1000,,,,50,1000,0.7,0.1,,,4,1785.02
tourism_250,tourism_250.txt,HC-1,Trepa-Colinas,1,1000,,,,50,1000,0.7,0.1,,,5,1776.35
tourism_250,tourism_250.txt,HC-1,Trepa-Colinas,1,1000,,,,50,1000,0.7,0.1,,,6,1787.59
tourism_250,tourism_250.txt,HC-1,Trepa-Colinas,1,1000,,,,50,1000,0.7,0.1,,,7,1791.46
tourism_250,tourism_250.txt,HC-1,Trepa-Colinas,1,1000,,,,50,1000,0.7,0.1,,,8,1781.47
tourism_250,tourism_250.txt,HC-1,Trepa-Colinas,1,1000,,,,50,1000,0.7,0.1,,,9,1791.17
tourism_250,tourism_250.txt,HC-1,Trepa-Colinas,1,1000,,,,50,1000,0.7,0.1,,,10,1776.46
tourism_250,tourism_250.txt,HC-2,Trepa-Colinas,2,1000,,,,50,1000,0.7,0.1,,,1,1750.24
tourism_250,tourism_250.txt,HC-2,Trepa-Colinas,2,1000,,,,50,1000,0.7,0.1,,,2,1756.06
tourism_250,tourism_250.txt,HC-2,Trepa-Colinas,2,1000,,,,50,1000,0.7,0.1,,,3,1756.93
tourism_250,tourism_250.txt,HC-2,Trepa-Colinas,2,1000,,,,50,1000,0.7,0.1,,,4,1766.20
tourism_250,tourism_250.txt,HC-2,Trepa-Colinas,2,1000,,,,50,1000,0.7,0.1,,,5,1763.36
tourism_250,tourism_250.txt,HC-2,Trepa-Colinas,2,1000,,,,50,1000,0.7,0.1,,,6,1752.68
tourism_250,tourism_250.txt,HC-2,Trepa-Colinas,2,1000,,,,50,1000,0.7,0.1,,,7,1745.03
tourism_250,tourism_250.txt,HC-2,Trepa-Colinas,2,1000,,,,50,1000,0.7,0.1,,,8,1755.52
tourism_250,tourism_250.txt,HC-2,Trepa-Colinas,2,1000,,,,50,1000,0.7,0.1,,,9,1772.18
tourism_250,tourism_250.txt,HC-2,Trepa-Colinas,2,1000,,,,50,1000,0.7,0.1,,,10,1741.41
tourism_250,tourism_250.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,1,1805.41
tourism_250,tourism_250.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,2,1805.41
tourism_250,tourism_250.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,3,1805.48
tourism_250,tourism_250.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,4,1805.48
tourism_250,tourism_250.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,5,1805.41
tourism_250,tourism_250.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,6,1805.48
tourism_250,tourism_250.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,7,1805.48
tourism_250,tourism_250.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,8,1805.42
tourism_250,tourism_250.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,9,1805.23
tourism_250,tourism_250.txt,SA-1,Recristalizacao,1,,100.0,0.001,0.99,50,1000,0.7,0.1,,,10,1805.42
tourism_250,tourism_250.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,1,1787.92
tourism_250,tourism_250.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,2,1797.10
tourism_250,tourism_250.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,3,1795.31
tourism_250,tourism_250.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,4,1791.99
tourism_250,tourism_250.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,5,1788.93
tourism_250,tourism_250.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,6,1792.59
tourism_250,tourism_250.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,7,1793.67
tourism_250,tourism_250.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,8,1791.34
tourism_250,tourism_250.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,9,1795.47
tourism_250,tourism_250.txt,SA-2,Recristalizacao,2,,100.0,0.001,0.95,50,1000,0.7,0.1,,,10,1792.27
tourism_250,tourism_250.txt,GA-1,Evolutivo,,,,,,50,1000,0.7,0.1,1,1,1,1804.18
